workerId	definition	coding	correct	confidence	familiarity	reactionTime	length	word	speakMaori	compMaori	maoriProf	age	gender	ethnicity	education	children	maoriList	place	duration	firstLang	firstLangCountry	anyOtherLangs	hawaii	anyPolynesian	whichPolynesian	impairments	maoriExpo	score	n.neighbors	mean.neighbor.logfreq	familiarity.latent
16ebc36e	Stars	incorrect	FALSE	2	4.82178217821782	4.828	6	aoraki	2	2	4	18-29	M	Non M	high	No	8	south	long	English	NZ	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
1ac3feb6	High place	incorrect	FALSE	3	4.82178217821782	15.598	6	aoraki	0	0	0	+60	F	Non M	high	No	3	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
74a10304	cloud piercer	correct	TRUE	2	4.82178217821782	22.435	6	aoraki	1	1	2	+60	F	Non M	undergraduate	No	4	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
a8ba7dee	cloud piercer	correct	TRUE	3	4.82178217821782	12.096	6	aoraki	1	1	2	50-59	F	Non M	undergraduate	No	4	north	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
e3b28cc0	Mount Cook	correct	TRUE	5	4.82178217821782	31.399	6	aoraki	1	1	2	18-29	F	Non M	undergraduate	No	3	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
ad71a777	otago	incorrect	FALSE	1	4.82178217821782	11.529	6	aoraki	1	1	2	30-39	F	Non M	undergraduate	Yes	8	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
8dc4a9cb	Mt Cook	correct	TRUE	5	4.82178217821782	7.559	6	aoraki	2	2	4	50-59	F	Non M	high	No	8	south	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
0a88b907			FALSE	1	4.82178217821782	3.507	6	aoraki	1	1	2	18-29	M	Non M	undergraduate	No	1	north	long	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
fa5c8488	Cloud piercer Mt cook	correct	TRUE	5	4.82178217821782	18.364	6	aoraki	1	1	2	40-49	F	Non M	graduate	Yes	6	south	long	English	NZ	fra	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
36cfbe09	Mt Cook	correct	TRUE	5	4.82178217821782	6.455	6	aoraki	2	1	3	+60	F	Non M	graduate	No	9	south	long	English	NZ	None	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
c369511b	Mount Cook	correct	TRUE	4	4.82178217821782	6.264	6	aoraki	1	1	2	18-29	M	Non M	undergraduate	No	3	south	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
cc1c1267			FALSE	5	4.82178217821782	2.564	6	aoraki	1	1	2	30-39	M	Non M	undergraduate	No	4	north	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
3fcb1b69	Kai Tahu dialect for Aorangi formerly Mt Cook	correct	TRUE	5	4.82178217821782	29.186	6	aoraki	1	2	3	18-29	M	Non M	graduate	No	9	north	short	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
4dd9cd15	Gold?	incorrect	FALSE	1	4.82178217821782	18.308	6	aoraki	1	1	2	50-59	M	Non M	graduate	No	3	north	long	English	NZ	None	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
23bebf1a	Mt Cook	correct	TRUE	5	4.82178217821782	9.288	6	aoraki	1	1	2	40-49	F	Non M	undergraduate	No	8	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
4638ab83			FALSE	5	4.82178217821782	13.993	6	aoraki	1	2	3	50-59	F	Non M	undergraduate	No	9	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
6b45214b	Mt cook	correct	TRUE	3	4.82178217821782	6.255	6	aoraki	1	1	2	40-49	F	Non M	graduate	Yes	8	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
3d5fdc9a	Auckland	incorrect	FALSE	3	4.82178217821782	11.725	6	aoraki	1	1	2	40-49	F	Non M	graduate	No	6	overseas	long	English	NZ	None	No	No	None	No	2	-0.858781571	2	1.869	5.622981049140176
38a2dff5			FALSE	3	4.82178217821782	5.744	6	aoraki	1	1	2	30-39	M	Non M	undergraduate	Yes	4	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
f5d2384e	Stars	incorrect	FALSE	4	4.82178217821782	6.865	6	aoraki	1	1	2	18-29	F	Non M	undergraduate	No	5	south	long	English	NZ	None	Yes	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
f4c001ca	Cook	correct	TRUE	2	4.82178217821782	4.342	6	aoraki	1	2	3	18-29	F	Non M	high	No	4	south	long	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
76ee8695	Mt Cook (think it means something like 'cloud piercer')	correct	TRUE	4	4.82178217821782	30.382	6	aoraki	1	2	3	30-39	F	Non M	graduate	Yes	8	south	long	English	NZ	None	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
954aeb24			FALSE	1	4.82178217821782	4.096	6	aoraki	1	1	2	18-29	F	Non M	high	No	7	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
96e8c3a6			FALSE	1	4.82178217821782	4.903	6	aoraki	0	0	0	40-49	F	Non M	graduate	No	1	north	long	English	Other	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
4679d5da	Mt Cook	correct	TRUE	4	4.82178217821782	14.927	6	aoraki	1	1	2	40-49	F	Non M	undergraduate	Yes	8	south	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
d31e10b5			FALSE	1	4.82178217821782	4.792	6	aoraki	1	1	2	30-39	F	Non M	graduate	No	0	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
c9ddcbaf			FALSE	1	4.82178217821782	6.175	6	aoraki	1	1	2	30-39	M	Non M	high	No	3	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
1ad08384	Cloud piercer Mt Cook	correct	TRUE	5	4.82178217821782	26.587	6	aoraki	1	2	3	+60	M	Non M	graduate	No	6	north	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
d2e84870	Mount Cook	correct	TRUE	3	4.82178217821782	10.812	6	aoraki	2	2	4	18-29	F	Non M	high	No	7	south	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
722d84e1	Mt Cook - not sure of the meaning maybe god reaching or something?	correct	TRUE	4	4.82178217821782	97.979	6	aoraki	1	2	3	30-39	M	Non M	undergraduate	No	4	south	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
44ff951c	mt cook / white peak	correct	TRUE	4	4.82178217821782	29.579	6	aoraki	1	1	2	18-29	M	Non M	high	Yes	4	south	long	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
8fc509b9	Mt Cook	correct	TRUE	4	4.82178217821782	12.325	6	aoraki	1	1	2	40-49	F	Non M	graduate	Yes	7	south	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
47e3ca34	Mount Cook	correct	TRUE	5	4.82178217821782	7.646	6	aoraki	1	1	2	18-29	F	Non M	undergraduate	No	7	north	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
a7104a70			FALSE	1	4.82178217821782	6.968	6	aoraki	0	1	1	40-49	F	Non M	graduate	No	1	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
37b0bad4			FALSE	5	4.82178217821782	13.889	6	aoraki	2	2	4	50-59	F	M	high	No	8	overseas	long	English	NZ	None	No	Yes	None	No	6	-0.858781571	2	1.869	5.622981049140176
4be05d37	Mount Cook	correct	TRUE	3	4.82178217821782	34.669	6	aoraki	1	1	2	50-59	M	Non M	high	No	1	overseas	long	English	NZ	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
ca99aee6			FALSE		4.82178217821782	3.843	6	aoraki	1	0	1	50-59	F	Non M	undergraduate	No	4	north	long	English	NZ	fra	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
c1877b78	mt cook	correct	TRUE	4	4.82178217821782	6.007	6	aoraki	2	2	4	18-29	F	Non M	undergraduate	No	7	north	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
a5b03e24	Mount cook	correct	TRUE	5	4.82178217821782	9.031	6	aoraki	2	2	4	18-29	F	Non M	undergraduate	No	8	south	long	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
d36862f3	mount cook	correct	TRUE	2	4.82178217821782	6.458	6	aoraki	0	1	1	30-39	F	Non M	high	No	2	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
3ae1c665	Mt Cook	correct	TRUE	4	4.82178217821782	12.688	6	aoraki	1	1	2	40-49	M	Non M	undergraduate	No	6	south	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
75c06d75	Mt cook	correct	TRUE	5	4.82178217821782	17.824	6	aoraki	2	2	4	50-59	M	Non M	graduate	No	8	north	long	English	NZ	None	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
f771fadb	Mt Cook	correct	TRUE	5	4.82178217821782	7.465	6	aoraki	1	1	2	18-29	M	Non M	undergraduate	No	5	south	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
fae009ea	Cloud	incorrect	FALSE	2	4.82178217821782	33.752	6	aoraki	0	1	1	+60	F	Non M	undergraduate	No	3	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
2004baef			FALSE	1	4.82178217821782	20.948	6	aoraki	1	1	2	+60	M	Non M	undergraduate	Yes	1	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
c20bde4f	Mt aoraki  = mount cook	correct	TRUE	3	4.82178217821782	51.323	6	aoraki	1	1	2	+60	F	Non M	graduate	Yes	8	north	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
e304f430			FALSE	1	4.82178217821782	13.271	6	aoraki	1	0	1	+60	F	Non M	high	No	3	north	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
b8ef0b44	Mt cook	correct	TRUE	2	4.82178217821782	19.189	6	aoraki	1	1	2	40-49	F	Non M	graduate	Yes	4	south	long	English	NZ	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
900843d2	Mount cook	correct	TRUE	4	4.82178217821782	6.024	6	aoraki	0	0	0	18-29	F	Non M	undergraduate	No	3	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
fb17522d	Cloud piecer a name given to Mt Cook	correct	TRUE	2	4.82178217821782	24.904	6	aoraki	1	1	2	40-49	F	Non M	graduate	No	6	overseas	long	English	NZ	None	No	No	None	No	2	-0.858781571	2	1.869	5.622981049140176
9ec2442f	Mt Cook	correct	TRUE	1	4.82178217821782	7.991	6	aoraki	1	1	2	40-49	F	Non M	graduate	No	1	north	long	English	Other	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
37d0e45a	Mountain	partially correct	FALSE	5	4.82178217821782	13.113	6	aoraki	1	2	3	50-59	F	Non M	graduate	No	5	north	long	English	NZ	fra	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
3f63fef9			FALSE	1	4.82178217821782	5.825	6	aoraki	1	1	2	18-29	M	M	undergraduate	Yes	8	north	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
60405af1			FALSE	1	4.82178217821782	11.625	6	aoraki	0	1	1	40-49	F	Non M	graduate	Yes	7	north	long	English	NZ	None	No	No	None	Yes	10	-0.858781571	2	1.869	5.622981049140176
5e4643a3			FALSE	1	4.82178217821782	19.257	6	aoraki	1	1	2	+60	F	Non M	graduate	No	9	north	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
106c92bc	Christchurch	incorrect	FALSE	3	4.82178217821782	6.98	6	aoraki	1	1	2	18-29	F	Non M	high	No	9	south	short	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
47a10225	mountain	partially correct	FALSE	1	4.82178217821782	23.983	6	aoraki	2	2	4	18-29	F	Non M	undergraduate	No	9	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
d6a42c42	maori name for mount cook	correct	TRUE	5	4.82178217821782	30.657	6	aoraki	2	2	4	40-49	M	M	graduate	No	8	overseas	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
b7184ac2			FALSE	1	4.82178217821782	9.504	6	aoraki	2	2	4	50-59	F	Non M	graduate	Yes	8	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
72f355ae	cloud piercer	correct	TRUE	3	4.82178217821782	13.44	6	aoraki	1	1	2	40-49	F	Non M	graduate	No	7	south	long	English	NZ	fra	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
02adf32d	Mt Cook	correct	TRUE	4	4.82178217821782	8.163	6	aoraki	1	2	3	18-29	F	Non M	high	No	9	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
046d477d	Place?	incorrect	FALSE	2	4.82178217821782	89.354	6	aoraki	1	1	2	18-29	F	M	undergraduate	No	9	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
fa74543a	Mt cook	correct	TRUE	1	4.82178217821782	20.326	6	aoraki	1	1	2	30-39	F	Non M	graduate	Yes	9	north	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
752d97d5			FALSE	1	4.82178217821782	4.63	6	aoraki	1	1	2	50-59	F	Non M	graduate	No	8	south	long	English	Other	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
f0e8bd26	Mount Aoraki	correct	TRUE	5	4.82178217821782	21.47	6	aoraki	2	2	4	50-59	F	M	high	Yes	9	north	long	English	NZ	None	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
76b7c6cf	Cloud piercer	correct	TRUE	4	4.82178217821782	23.296	6	aoraki	1	1	2	+60	F	Non M	undergraduate	No	4	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
c93ecb8e	My cook	correct	TRUE	1	4.82178217821782	27.294	6	aoraki	0	0	0	50-59	M	Non M	high	No	3	north	long	English	NZ	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
4d125b9e	Mt cook	correct	TRUE	3	4.82178217821782	9.357	6	aoraki	1	2	3	30-39	F	Non M	undergraduate	No	8	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
692c4bcb	Mt Cook	correct	TRUE	2	4.82178217821782	15.865	6	aoraki	1	2	3	30-39	M	Non M	graduate	No	8	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
1ec46d4d	Mt cook	correct	TRUE	4	4.82178217821782	11.712	6	aoraki	1	2	3	40-49	F	Non M	graduate	Yes	8	north	long	English	NZ	deu & fra	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
49ea8f80	Mt Cook	correct	TRUE	5	4.82178217821782	8.305	6	aoraki	2	2	4	+60	F	Non M	graduate	Yes	9	north	long	English	NZ	fra	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
51816fbc			FALSE	1	4.82178217821782	19.723	6	aoraki	1	2	3	50-59	F	Non M	undergraduate	No	9	north	long	English	Other	fra & ita	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
30c99d93	mount cook	correct	TRUE	5	4.82178217821782	33.966	6	aoraki	1	2	3	30-39	F	Non M	graduate	No	9	south	long	English	Other	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
dce05aba	mt cook	correct	TRUE	1	4.82178217821782	5.961	6	aoraki	1	1	2	30-39	F	Non M	graduate	No	9	north	long	English	NZ	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
0cb0d1e5	mt cook	correct	TRUE	5	4.82178217821782	8.552	6	aoraki	0	0	0	30-39	F	Non M	graduate	No	4	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
0adeeb30			FALSE	1	4.82178217821782	18.412	6	aoraki	0	0	0	50-59	F	Non M	graduate	No	0	overseas	long	English	NZ	None	No	No	None	No	2	-0.858781571	2	1.869	5.622981049140176
bc314429	Mt Cook - cloud piercer	correct	TRUE	5	4.82178217821782	20.534	6	aoraki	2	2	4	+60	F	Non M	undergraduate	No	6	north	long	English	NZ	fra	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
5a53017e	Mt Cook but does it mean something else as well?	correct	TRUE	2	4.82178217821782	29.582	6	aoraki	1	2	3	40-49	F	Non M	graduate	Yes	9	south	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
28b1876e			FALSE	1	4.82178217821782	5.52	6	aoraki	1	1	2	30-39	F	M	graduate	Yes	8	south	short	English	NZ	None	No	Yes	Samoan	No	6	-0.858781571	2	1.869	5.622981049140176
5ac280f8	mountain	partially correct	FALSE	3	4.82178217821782	12.741	6	aoraki	1	2	3	40-49	M	Non M	graduate	No	4	overseas	long	English	NZ	None	No	No	None	No	2	-0.858781571	2	1.869	5.622981049140176
9956288e	Mt Cook sky-scratcher	correct	TRUE	5	4.82178217821782	35.956	6	aoraki	1	1	2	+60	M	Non M	graduate	No	5	north	long	English	NZ	deu	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
dd3fa463			FALSE	1	4.82178217821782	5.536	6	aoraki	1	1	2	18-29	F	Non M	undergraduate	Yes	7	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
01af0c6f	Mountain	partially correct	FALSE	2	4.82178217821782	8.407	6	aoraki	1	1	2	18-29	F	Non M	undergraduate	No	3	south	long	English	NZ	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
8375628e			FALSE	1	4.82178217821782	3.434	6	aoraki	0	0	0	18-29	M	Non M	high	No	0	south	long	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
8e7032ef	Mountain in canterbury	correct	TRUE	3	4.82178217821782	22.63	6	aoraki	1	1	2	30-39	F	Non M	high	Yes	4	south	long	English	NZ	None	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
7e26aa7c			FALSE	1	4.82178217821782	7.378	6	aoraki	1	1	2	40-49	F	Non M	graduate	Yes	6	north	long	English	Other	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
e3a34061			FALSE	1	4.82178217821782	9.31	6	aoraki	2	1	3	40-49	F	Non M	graduate	Yes	9	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
f1ace57e			FALSE	1	4.82178217821782	4.638	6	aoraki	1	1	2	18-29	M	Non M	high	No	5	north	short	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
1e451662	highest peak (Mt Cook)	correct	TRUE	5	4.82178217821782	28.432	6	aoraki	1	1	2	+60	F	Non M	high	No	5	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
ee7100d4			FALSE	1	4.82178217821782	11.06	6	aoraki	1	1	2	40-49	F	Non M	high	Yes	6	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
789b666b	mt cook	correct	TRUE	5	4.82178217821782	10.921	6	aoraki	1	1	2	30-39	F	Non M	high	Yes	2	south	long	English	NZ	None	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
d7fa28f6	Mt cook	correct	TRUE	4	4.82178217821782	9.808	6	aoraki	1	1	2	30-39	F	Non M	graduate	No	9	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
a12e93cc	My cook	correct	TRUE	3	4.82178217821782	10.329	6	aoraki	1	1	2	40-49	F	Non M	undergraduate	No	7	north	long	English	NZ	fra	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
95316972			FALSE	5	4.82178217821782	4.425	6	aoraki	1	1	2	40-49	F	M	high	No	6	overseas	long	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
301e327c	Cloud piercer/Mt Cook	correct	TRUE	4	4.82178217821782	32.927	6	aoraki	1	1	2	50-59	F	Non M	graduate	No	7	south	long	English	NZ	fra	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
d03b874f	Mountain	partially correct	FALSE	4	4.82178217821782	11.84	6	aoraki	1	1	2	30-39	M	Non M	graduate	No	7	south	long	English	NZ	None	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
1e48b18a			FALSE	5	4.82178217821782	5.166	6	aoraki	0	0	0	+60	F	Non M	high	No	0	overseas	long	English	Other	None	No	No	None	No	2	-0.858781571	2	1.869	5.622981049140176
a702d7d3			FALSE	1	4.82178217821782	9.222	6	aoraki	2	2	4	40-49	F	Non M	graduate	Yes	9	north	long	English	NZ	deu	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
10b6309f			FALSE	1	4.82178217821782	7.445	6	aoraki	1	1	2	50-59	M	Non M	undergraduate	Yes	6	north	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
134572fd			FALSE	1	4.82178217821782	8.368	6	aoraki	1	1	2	30-39	F	Non M	high	No	5	north	long	English	NZ	deu	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
f84caf57			FALSE	1	4.82178217821782	5.675	6	aoraki	1	1	2	30-39	F	Non M	undergraduate	No	6	south	short	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
eb94bae5			FALSE	1	4.82178217821782	18.7	6	aoraki	1	1	2	+60	F	Non M	graduate	No	9	north	long	English	Other	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
2d98bfa3			FALSE	1	4.82178217821782	15.314	6	aoraki	1	1	2	30-39	F	Non M	high	Yes	7	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
159e6e0d	Mt Cook	correct	TRUE	1	4.82178217821782	9.349	6	aoraki	1	1	2	18-29	F	Non M	graduate	No	7	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
9e3d2db9	Mt Cook/ in the clouds	correct	TRUE	3	4.82178217821782	24.042	6	aoraki	2	2	4	40-49	F	Non M	graduate	Yes	8	south	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
8705339d	Mountain	partially correct	FALSE	2	4.82178217821782	10.892	6	aoraki	2	2	4	40-49	F	M	high	Yes	9	south	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
14c01ea3	mountain	partially correct	FALSE	4	4.82178217821782	19.722	6	aoraki	1	2	3	+60	M	Non M	graduate	No	7	north	long	English	Other	ton	No	Yes	Tongan	No	9	-0.858781571	2	1.869	5.622981049140176
9efa2748	Mt Cook	correct	TRUE	2	4.82178217821782	9.523	6	aoraki	1	2	3	18-29	F	Non M	undergraduate	No	9	south	long	English	NZ	None	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
3a0ba348			FALSE	1	4.82178217821782	3.867	6	aoraki	2	2	4	30-39	F	Non M	graduate	No	9	south	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
4a184051	South island	incorrect	FALSE	2	4.82178217821782	21.979	6	aoraki	1	2	3	+60	F	Non M	graduate	No	5	south	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
c689413d	Mt Cook	correct	TRUE	5	4.82178217821782	8.32	6	aoraki	1	1	2	30-39	F	Non M	graduate	Yes	6	south	long	French	Other	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
16f1c5db			FALSE	1	4.82178217821782	10.256	6	aoraki	1	2	3	40-49	F	M	high	No	9	north	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
65a59c87	Mt Cook sky-piercer	correct	TRUE	4	4.82178217821782	24.506	6	aoraki	0	1	1	50-59	F	Non M	graduate	No	4	south	long	English	Other	fra	No	No	None	No	7	-0.858781571	2	1.869	5.622981049140176
481d9654			FALSE	1	4.82178217821782	9.709	6	aoraki	1	1	2	40-49	F	Non M	graduate	Yes	6	south	long	English	Other	None	No	No	None	Yes	9	-0.858781571	2	1.869	5.622981049140176
dfdd75b6			FALSE	5	4.82178217821782	7.784	6	aoraki	1	2	3	40-49	M	Non M	graduate	No	5	overseas	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
43668cbf	Name for mount cook	correct	TRUE	4	4.82178217821782	20.571	6	aoraki	1	1	2	+60	F	Non M	undergraduate	No	8	south	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
ccb6fad4			FALSE	1	4.82178217821782	4.221	6	aoraki	2	1	3	18-29	F	Non M	undergraduate	No	5	south	long	English	NZ	pun	No	No	None	No	3	-0.858781571	2	1.869	5.622981049140176
167b21f9			FALSE	1	4.82178217821782	19.114	6	aoraki	2	2	4	18-29	F	Non M	undergraduate	No	9	south	long	English	Other	cmn	No	No	None	No	10	-0.858781571	2	1.869	5.622981049140176
cf0bb003	Timaru	incorrect	FALSE	2	4.82178217821782	6.796	6	aoraki	1	2	3	30-39	F	Non M	graduate	Yes	9	north	long	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
dd095791			FALSE	1	4.82178217821782	3.189	6	aoraki	1	0	1	18-29	F	Non M	high	Yes	1	south	long	English	NZ	None	No	No	None	No	5	-0.858781571	2	1.869	5.622981049140176
7ec0e2bf			FALSE	1	4.82178217821782	8.242	6	aoraki	2	2	4	40-49	F	Non M	undergraduate	Yes	9	north	long	English	NZ	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
599c67d4	Mt Cook	correct	TRUE	4	4.82178217821782	7.244	6	aoraki	1	1	2	40-49	F	Non M	graduate	Yes	8	north	long	English	Other	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
e01cf2db	Mt cook	correct	TRUE	4	4.82178217821782	15.935	6	aoraki	1	2	3	30-39	F	Non M	undergraduate	Yes	9	north	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
00c448d8	Mt Cook (Cloud piercer)	correct	TRUE	5	4.82178217821782	22.03	6	aoraki	1	0	1	50-59	M	Non M	high	No	3	south	short	English	NZ	None	No	No	None	No	8	-0.858781571	2	1.869	5.622981049140176
1b817b93	Mt Cook		FALSE	5	4.82178217821782	13.303	6	aoraki	2	3	5	30-39	F	Non M	undergraduate	No	9	north	long	English	NZ	fra	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
f44d2e0f	Snow		FALSE	4	4.82178217821782	5.842	6	aoraki	1	3	4	40-49	F	Non M	undergraduate	Yes	6	north	long	English	NZ	None	No	No	None	No	9	-0.858781571	2	1.869	5.622981049140176
2d528dd7	don't know		FALSE	1	4.82178217821782	8.416	6	aoraki	2	3	5	30-39	F	Non M	graduate	Yes	9	south	long	English	NZ	None	No	No	None	No	4	-0.858781571	2	1.869	5.622981049140176
90e5e8cd			FALSE	1	4.82178217821782	4.394	6	aoraki	3	3	6	18-29	M	Non M	high	Yes	7	south	long	English	Other	None	No	No	None	No	6	-0.858781571	2	1.869	5.622981049140176
